Terminal: [6]
 Agents at terminal: 32
Agent ID; Capacity; starttime; endtime; start loc; end loc
132;4;225;2090;399;399
142;4;225;2090;399;399
148;4;225;2090;399;399
150;4;225;2090;399;399
151;4;225;2090;399;399
Terminal: [4]
 Agents at terminal: 24
Agent ID; Capacity; starttime; endtime; start loc; end loc
5;4;225;2090;400;400
12;4;225;2090;400;400
17;4;225;2090;400;400
18;4;225;2090;400;400
20;4;225;2090;400;400
36;4;225;2090;400;400
49;4;225;2090;400;400
50;4;225;2090;400;400
55;4;225;2090;400;400
56;4;225;2090;400;400
63;4;225;2090;400;400
72;4;225;2090;400;400
73;4;225;2090;400;400
91;4;225;2090;400;400
96;4;225;2090;400;400
106;4;225;2090;400;400
109;4;225;2090;400;400
110;4;225;2090;400;400
117;4;225;2090;400;400
118;4;225;2090;400;400
123;4;225;2090;400;400
133;4;225;2090;400;400
137;4;225;2090;400;400
138;4;225;2090;400;400
Terminal: [10]
 Agents at terminal: 8
Agent ID; Capacity; starttime; endtime; start loc; end loc
33;4;225;2090;401;401
35;4;225;2090;401;401
54;4;225;2090;401;401
66;4;225;2090;401;401
88;4;225;2090;401;401
98;4;225;2090;401;401
99;4;225;2090;401;401
140;4;225;2090;401;401
Terminal: [11]
 Agents at terminal: 0
Agent ID; Capacity; starttime; endtime; start loc; end loc
[Inter Terminal Busses]
 Inter Terminal Busses: 11
Agent ID;Capacity; starttime; endtime; start loc; end loc
24;24;225;2090;-10;-10
26;24;225;2090;-10;-10
28;24;225;2090;-10;-10
60;24;225;2090;-10;-10
61;24;225;2090;-10;-10
74;24;225;2090;-10;-10
97;24;225;2090;-10;-10
125;24;225;2090;-10;-10
127;24;225;2090;-10;-10
134;24;225;2090;-10;-10
136;24;225;2090;-10;-10
[Airside Busses]
 Air side Busses: 13
Agent ID; Capacity;starttime; endtime; start loc; end loc
23;18;225;2090;-11;-11
25;18;225;2090;-11;-11
27;18;225;2090;-11;-11
29;18;225;2090;-11;-11
59;18;225;2090;-11;-11
67;18;225;2090;-11;-11
71;18;225;2090;-11;-11
94;18;225;2090;-11;-11
124;18;225;2090;-11;-11
126;18;225;2090;-11;-11
128;18;225;2090;-11;-11
135;18;225;2090;-11;-11
149;18;225;2090;-11;-11

Total workers: 188

 Number of passengers: 419
Passenger ID;type ;volume ; starttime;start loc; start term; endtime; end loc;end term;
1;0;2;255;114;9;420;157;3;
2;0;2;345;208;4;465;418;4;
3;0;2;345;118;9;515;287;10;
4;0;2;345;131;9;630;300;6;
5;0;2;345;131;9;630;300;6;
6;0;2;345;208;4;630;8;2;
7;0;2;345;208;4;630;8;2;
8;0;2;345;208;4;630;129;9;
9;0;2;345;208;4;630;8;2;
10;0;2;345;208;4;630;8;2;
11;0;2;345;208;4;630;8;2;
12;0;2;345;208;4;630;8;2;
13;0;2;345;208;4;635;209;4;
14;0;2;345;208;4;665;16;2;
15;0;2;345;208;4;690;15;2;
16;0;2;345;208;4;690;15;2;
17;0;2;345;131;9;810;303;6;
18;0;2;350;108;9;650;211;4;
19;1;2;355;158;6;420;157;3;
20;0;2;355;158;6;475;419;6;
21;1;2;355;161;6;655;112;9;
22;0;2;360;300;6;450;33;5;
23;0;2;365;114;9;435;81;8;
24;0;2;365;211;4;440;73;8;
25;0;2;365;114;9;445;178;3;
26;0;2;365;211;4;465;261;0;
27;0;2;365;114;9;470;133;9;
28;1;2;365;309;6;480;174;3;
29;1;2;365;123;9;485;420;9;
30;1;2;365;123;9;485;421;9;
31;1;2;365;298;6;485;422;6;
32;0;2;365;298;6;485;423;6;
33;0;2;365;211;4;485;424;4;
36;0;2;365;111;9;505;118;9;
37;1;2;365;111;9;505;118;9;
38;1;2;365;111;9;505;118;9;
39;0;2;365;114;9;510;286;10;
40;0;2;365;114;9;540;204;4;
41;0;2;365;114;9;540;204;4;
44;0;2;365;114;9;585;259;0;
45;0;2;365;114;9;585;259;0;
46;0;2;365;111;9;630;300;6;
47;0;2;365;165;6;630;123;9;
48;0;2;365;211;4;650;47;7;
49;0;2;370;209;4;435;69;8;
50;0;2;370;116;9;440;32;5;
51;0;2;370;116;9;440;77;8;
52;0;2;370;116;9;440;77;8;
53;0;2;370;209;4;440;272;10;
54;1;2;370;112;9;450;200;4;
55;0;2;370;209;4;455;201;4;
56;0;2;370;209;4;455;201;4;
57;0;2;370;209;4;455;201;4;
58;0;2;370;310;6;490;425;6;
59;0;2;370;209;4;490;426;4;
60;1;2;370;116;9;490;427;9;
61;2;3;370;302;6;490;428;6;
62;1;2;370;310;6;490;429;6;
64;0;2;370;209;4;540;204;4;
65;0;2;370;209;4;540;204;4;
66;1;2;370;209;4;615;278;10;
67;0;2;370;116;9;625;33;5;
68;1;2;370;112;9;635;105;6;
69;0;2;370;209;4;640;44;6;
70;0;2;370;209;4;650;47;7;
71;1;2;370;112;9;660;108;9;
72;1;2;370;308;6;725;121;9;
73;0;2;370;310;6;725;121;9;
74;0;2;370;209;4;820;117;6;
75;0;2;378;346;9;450;135;9;
77;1;2;406;344;9;540;116;9;
78;1;2;410;350;9;540;116;9;
79;1;2;412;350;9;540;116;9;
80;0;2;415;430;10;775;285;10;
81;0;2;425;362;3;480;174;3;
82;0;2;426;344;9;540;116;9;
83;1;2;432;344;9;540;116;9;
84;0;2;435;431;6;630;165;6;
85;1;2;440;362;3;575;79;8;
86;1;2;450;114;9;605;283;10;
87;0;2;450;165;6;625;159;3;
88;0;2;450;165;6;640;48;7;
89;0;2;465;170;3;690;15;2;
90;0;2;465;170;3;690;15;2;
91;2;3;465;170;3;820;393;1;
92;1;2;470;371;4;540;204;4;
94;0;2;475;287;10;585;259;0;
95;0;2;480;307;6;630;208;4;
96;0;2;480;29;5;630;111;9;
97;0;2;480;29;5;670;116;9;
98;0;2;480;307;6;820;117;6;
99;1;2;485;111;9;630;300;6;
100;2;3;489;346;9;630;114;9;
101;0;2;490;307;6;610;432;6;
102;1;2;490;307;6;640;44;6;
103;0;2;490;307;6;640;44;6;
104;0;2;490;307;6;640;44;6;
105;0;2;490;307;6;965;73;8;
106;1;2;494;433;6;580;240;10;
107;0;2;495;162;3;640;302;6;
108;0;2;495;162;3;690;15;2;
109;0;2;496;434;4;600;207;4;
110;0;2;500;125;9;585;174;3;
111;1;2;500;125;9;590;261;0;
112;1;2;500;125;9;640;44;6;
113;1;2;500;125;9;640;44;6;
114;0;2;502;435;6;630;300;6;
115;0;2;505;303;6;610;164;3;
116;0;2;510;123;9;755;207;4;
117;0;2;510;123;9;755;166;3;
119;0;2;515;118;9;580;32;5;
120;0;2;515;253;0;585;174;3;
121;0;2;515;309;6;585;174;3;
122;0;2;515;309;6;590;78;8;
123;0;2;515;309;6;590;78;8;
124;0;2;515;309;6;595;292;10;
125;0;2;515;112;9;600;207;4;
126;0;2;515;112;9;600;207;4;
127;1;2;515;318;0;600;106;9;
128;1;2;515;118;9;605;69;8;
129;0;2;515;309;6;615;285;10;
130;1;2;515;116;9;615;285;10;
131;1;2;515;253;0;635;436;9;
132;0;2;515;118;9;635;437;9;
133;1;2;515;108;9;635;438;9;
134;0;2;515;309;6;640;44;6;
135;1;2;515;108;9;640;44;6;
136;0;2;515;108;9;650;47;7;
137;0;2;515;118;9;650;47;7;
138;0;2;515;253;0;650;47;7;
139;0;2;515;112;9;745;37;5;
140;0;2;515;112;9;775;79;8;
141;0;2;515;118;9;775;70;8;
142;0;2;515;118;9;820;117;6;
143;0;2;515;112;9;820;110;6;
144;0;2;515;112;9;820;110;6;
145;0;2;515;121;9;820;110;6;
146;0;2;518;439;6;635;105;6;
147;0;2;520;375;10;590;297;10;
148;1;2;522;346;9;655;112;9;
149;0;2;523;440;6;635;105;6;
150;0;2;525;133;9;640;298;6;
151;0;2;525;133;9;640;298;6;
152;0;2;528;441;6;630;300;6;
153;0;2;529;442;4;600;207;4;
154;0;2;530;297;10;630;165;6;
155;0;2;530;201;4;630;308;6;
156;0;2;530;166;3;630;111;9;
157;0;2;530;297;10;639;443;10;
158;2;3;530;297;10;650;211;4;
159;1;2;530;174;3;670;49;7;
160;0;2;530;174;3;695;385;1;
161;1;2;531;444;6;630;308;6;
163;0;2;535;445;6;635;105;6;
164;0;2;540;106;9;640;48;7;
165;1;2;540;106;9;645;43;7;
166;0;2;545;207;4;640;48;7;
167;0;2;545;207;4;640;48;7;
168;0;2;545;207;4;640;48;7;
169;1;2;545;207;4;685;80;8;
171;0;2;549;446;6;630;165;6;
172;0;2;550;447;6;630;165;6;
173;0;2;550;164;3;635;209;4;
174;2;3;550;277;10;675;157;3;
175;0;2;551;448;6;630;165;6;
177;0;2;560;135;9;630;308;6;
178;1;2;560;160;3;630;114;9;
179;0;2;560;273;0;640;48;7;
180;0;2;560;273;0;640;48;7;
181;0;2;560;287;10;640;298;6;
182;0;2;560;273;0;640;48;7;
183;0;2;560;262;0;655;112;9;
184;0;2;560;160;3;815;209;4;
185;0;2;560;160;3;815;209;4;
186;0;2;560;160;3;815;209;4;
187;0;2;568;449;6;630;158;6;
189;1;2;570;157;3;630;129;9;
190;0;2;570;291;10;655;112;9;
191;0;2;570;264;0;660;108;9;
192;0;2;570;157;3;690;450;3;
193;0;2;570;157;3;690;451;3;
194;0;2;570;157;3;690;452;3;
195;0;2;570;157;3;690;453;3;
196;0;2;570;264;0;830;44;6;
197;0;2;570;159;3;830;309;6;
198;1;2;570;157;3;830;309;6;
199;0;2;571;454;6;630;158;6;
200;0;2;573;340;9;655;112;9;
201;0;2;578;351;9;655;112;9;
202;0;2;582;370;4;650;211;4;
203;0;2;605;121;9;785;276;10;
204;0;2;613;455;6;835;298;6;
205;0;2;614;456;6;810;165;6;
207;0;2;632;457;4;815;209;4;
208;0;2;654;362;3;765;170;3;
209;1;2;660;114;9;720;168;3;
210;1;2;660;114;9;720;168;3;
211;1;2;660;204;4;725;278;10;
212;0;2;660;158;6;755;261;0;
213;0;2;660;118;9;770;182;3;
214;0;2;660;204;4;780;458;4;
215;1;2;660;158;6;780;459;6;
216;0;2;660;118;9;780;460;9;
217;1;2;660;114;9;780;461;9;
218;0;2;660;118;9;790;85;8;
219;0;2;660;114;9;805;80;8;
220;0;2;660;118;9;805;113;6;
221;0;2;660;462;6;810;161;6;
222;0;2;660;118;9;820;212;4;
223;0;2;660;118;9;820;117;6;
224;0;2;660;158;6;820;208;4;
225;0;2;660;114;9;935;288;10;
226;0;2;670;308;6;775;296;10;
227;0;2;670;308;6;790;463;6;
228;0;2;670;308;6;805;125;9;
229;0;2;670;261;0;810;165;6;
230;0;2;670;308;6;820;208;4;
231;0;2;670;261;0;830;43;7;
232;0;2;675;123;9;765;180;3;
234;0;2;676;369;4;815;209;4;
236;0;2;680;300;6;755;174;3;
237;1;2;680;111;9;800;464;9;
238;0;2;680;111;9;800;465;9;
239;1;2;680;111;9;810;303;6;
240;0;2;680;466;6;815;158;6;
241;0;2;680;300;6;945;297;10;
242;1;2;685;209;4;765;180;3;
243;0;2;685;209;4;765;170;3;
244;0;2;685;212;4;805;467;4;
245;0;2;685;212;4;805;468;4;
246;0;2;685;212;4;805;469;4;
247;0;2;685;212;4;805;470;4;
248;0;2;685;212;4;805;471;4;
249;0;2;685;295;10;810;111;9;
250;0;2;685;295;10;810;111;9;
251;0;2;690;112;9;755;174;3;
252;0;2;690;306;6;765;170;3;
253;1;2;690;112;9;775;70;8;
254;1;2;690;112;9;810;472;9;
255;0;2;695;208;4;810;19;2;
256;0;2;695;208;4;810;19;2;
257;0;2;695;208;4;810;111;9;
258;0;2;695;208;4;810;303;6;
259;0;2;695;208;4;810;161;6;
260;0;2;695;208;4;810;161;6;
261;0;2;695;208;4;810;19;2;
262;0;2;695;208;4;810;19;2;
263;0;2;695;166;3;815;473;3;
264;0;2;695;208;4;815;474;4;
265;0;2;695;208;4;820;118;9;
266;0;2;695;208;4;820;118;9;
267;0;2;695;208;4;820;118;9;
268;0;2;695;307;6;935;74;8;
269;1;2;695;307;6;945;283;10;
270;1;2;700;475;3;765;180;3;
271;0;2;700;201;4;820;476;4;
273;0;2;710;370;4;775;70;8;
274;0;2;710;207;4;820;118;9;
275;0;2;715;170;3;815;209;4;
276;0;2;715;170;3;815;209;4;
277;0;2;715;170;3;835;477;3;
278;0;2;718;347;9;810;123;9;
280;0;2;720;182;3;810;303;6;
281;2;3;720;164;3;840;478;3;
282;1;2;720;164;3;1000;108;9;
283;0;2;724;479;9;820;118;9;
284;0;2;727;480;6;810;165;6;
285;0;2;730;117;6;810;123;9;
286;0;2;730;117;6;850;481;6;
287;0;2;730;157;3;970;116;9;
288;0;2;730;117;6;985;204;4;
289;0;2;731;482;6;820;117;6;
292;0;2;740;297;10;810;165;6;
293;0;2;740;110;6;820;117;6;
294;0;2;740;110;6;820;112;9;
295;1;2;740;110;6;860;483;6;
296;2;3;740;276;10;925;168;3;
297;2;3;740;276;10;975;117;6;
299;1;2;750;168;3;810;123;9;
300;0;2;750;159;3;810;111;9;
301;0;2;750;159;3;820;118;9;
302;0;2;750;159;3;820;118;9;
303;0;2;750;302;6;870;484;6;
304;0;2;750;302;6;870;485;6;
305;0;2;750;277;10;975;302;6;
306;0;2;750;277;10;975;211;4;
307;0;2;750;159;3;985;204;4;
318;0;2;800;347;9;1000;108;9;
319;1;2;801;372;4;980;208;4;
320;0;2;802;347;9;1000;108;9;
321;0;2;809;377;10;1015;285;10;
322;0;2;810;259;0;925;272;10;
323;0;2;810;178;3;930;487;3;
324;0;2;810;178;3;930;488;3;
325;0;2;810;259;0;930;277;10;
326;0;2;810;259;0;995;111;9;
327;0;2;811;346;9;995;111;9;
328;0;2;825;116;9;945;489;9;
329;0;2;825;116;9;945;490;9;
330;0;2;825;116;9;945;491;9;
331;0;2;835;211;4;925;168;3;
332;0;2;835;211;4;940;35;5;
333;1;2;835;211;4;1130;282;10;
334;0;2;845;174;3;965;492;3;
335;0;2;855;111;9;945;81;8;
336;1;2;855;111;9;950;70;8;
337;0;2;855;111;9;975;493;9;
338;0;2;855;111;9;975;494;9;
339;0;2;856;372;4;980;208;4;
340;0;2;865;277;10;985;495;10;
341;0;2;872;496;2;1070;16;2;
342;1;2;879;362;3;1135;200;4;
343;0;2;880;291;10;985;204;4;
344;0;2;880;125;9;985;204;4;
345;0;2;880;291;10;985;204;4;
346;0;2;880;125;9;985;204;4;
347;0;2;880;125;9;1000;108;9;
348;0;2;880;125;9;1000;108;9;
349;1;2;880;291;10;1155;212;4;
350;1;2;880;291;10;1155;212;4;
351;1;2;884;370;4;955;201;4;
352;0;2;885;274;10;985;204;4;
354;2;3;890;285;10;970;116;9;
355;1;2;890;178;3;985;204;4;
356;0;2;890;285;10;995;308;6;
357;1;2;890;164;3;1010;497;3;
358;3;2;890;178;3;1010;498;3;
359;0;2;890;164;3;1160;118;9;
360;0;2;891;371;4;975;211;4;
361;0;2;893;499;3;945;164;3;
362;0;2;895;182;3;995;308;6;
365;0;2;900;349;9;990;112;9;
366;0;2;908;349;9;1000;108;9;
367;0;2;910;162;3;980;208;4;
368;0;2;910;166;3;985;204;4;
369;0;2;910;117;6;995;308;6;
370;0;2;910;117;6;995;308;6;
371;1;2;910;110;6;995;308;6;
372;0;2;910;237;10;1000;157;3;
373;1;2;910;110;6;1000;108;9;
374;1;2;910;110;6;1000;108;9;
375;1;2;910;110;6;1000;108;9;
376;1;2;910;110;6;1030;500;6;
377;0;2;910;256;0;1030;501;4;
378;0;2;920;502;4;985;204;4;
379;0;2;930;174;3;2025;160;3;
380;0;2;930;174;3;1050;503;3;
382;0;2;938;362;3;1070;160;3;
383;0;2;940;120;6;1060;504;6;
384;0;2;940;120;6;1060;505;6;
385;1;2;940;120;6;1060;506;6;
386;0;2;965;158;6;1095;71;8;
387;2;3;987;507;4;1400;209;4;
388;0;2;990;182;3;1095;297;10;
389;0;2;1000;508;6;1150;307;6;
390;0;2;1005;307;6;1125;509;6;
391;0;2;1005;307;6;1125;510;6;
393;0;2;1015;302;6;1115;178;3;
394;0;2;1020;123;9;1140;511;9;
395;1;2;1035;165;6;1180;277;10;
396;0;2;1036;512;6;1125;113;6;
399;1;2;1044;362;3;1120;159;3;
400;0;2;1045;170;3;1400;112;9;
401;0;2;1050;112;9;1125;162;3;
402;0;2;1050;112;9;1140;109;9;
403;0;2;1050;309;6;1140;109;9;
404;0;2;1050;297;10;1170;513;10;
405;0;2;1052;514;6;1150;307;6;
406;0;2;1055;157;3;2070;307;6;
407;1;2;1055;157;3;1110;110;6;
408;1;2;1055;157;3;1175;515;3;
409;1;2;1055;157;3;1175;516;3;
410;1;2;1055;157;3;1250;278;10;
411;1;2;1060;276;10;1120;174;3;
412;0;2;1060;178;3;1180;517;3;
413;1;2;1061;518;3;1150;160;3;
414;1;2;1062;519;6;1125;113;6;
415;1;2;1065;159;3;1155;212;4;
416;1;2;1068;399;3;1225;131;9;
417;1;2;1070;162;3;1190;520;3;
418;2;3;1070;174;3;1190;521;3;
419;0;2;1070;174;3;1190;522;3;
420;2;3;1080;135;9;1185;523;9;
421;1;2;1085;201;4;1155;212;4;
422;0;2;1085;201;4;1205;524;4;
423;0;2;1090;285;10;1255;280;10;
424;0;2;1100;111;9;1220;525;9;
425;2;3;1103;347;9;1260;111;9;
427;2;3;1120;207;4;1240;526;4;
428;1;2;1120;105;6;1240;527;6;
431;0;2;1145;159;3;1400;112;9;
432;2;3;1158;347;9;1260;111;9;
433;1;2;1160;287;10;1235;174;3;
434;1;2;1160;200;4;1280;72;8;
435;0;2;1160;200;4;1280;528;4;
436;0;2;1160;200;4;1280;529;4;
437;0;2;1160;287;10;1400;161;6;
438;2;3;1160;287;10;1400;298;6;
439;1;2;1168;362;3;1290;170;3;
440;0;2;1175;129;9;1255;280;10;
441;0;2;1175;161;6;1295;530;6;
442;0;2;1175;161;6;1295;531;6;
443;0;2;1175;161;6;1295;532;6;
444;0;2;1175;161;6;1295;533;6;
445;1;2;1185;381;10;1245;290;10;
446;0;2;1185;131;9;1400;161;6;
447;0;2;1205;201;4;1325;534;4;
448;1;2;1205;201;4;1325;535;4;
449;0;2;1205;201;4;1325;536;4;
450;2;3;1205;201;4;1325;537;4;
451;0;2;1219;538;6;1415;165;6;
452;2;3;1225;273;0;1345;539;9;
453;1;2;1240;170;3;1360;540;3;
454;0;2;1240;281;10;1360;541;10;
455;0;2;1315;168;3;1400;298;6;
456;1;2;1315;168;3;1400;161;6;
457;1;2;1340;162;3;1460;542;3;
458;2;3;1340;118;9;1460;543;9;
459;1;2;1350;200;4;1470;544;4;
Pasenger : 1
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
0;114;411;9;;
1;411;412;; terminalbus;
2;412;174;3;;
3;174;174;3;;1
Pasenger : 2
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
4;208;418;4;;
Pasenger : 3
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
5;118;411;9;;
6;411;414;; terminalbus;
7;414;238;10;;
8;238;238;10;;1
Pasenger : 4
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
9;131;411;9;;
10;411;415;; terminalbus;
11;415;152;6;;
12;152;152;6;;1
Pasenger : 5
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
13;131;411;9;;
14;411;415;; terminalbus;
15;415;152;6;;
16;152;152;6;;1
Pasenger : 6
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
17;208;413;4;;
18;413;407;; terminalbus;
19;407;8;2;;
20;8;8;2;;1
Pasenger : 7
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
21;208;413;4;;
22;413;407;; terminalbus;
23;407;8;2;;
24;8;8;2;;1
Pasenger : 8
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
25;208;413;4;;
26;413;411;; terminalbus;
27;411;122;9;;
28;122;122;9;;1
Pasenger : 9
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
29;208;413;4;;
30;413;407;; terminalbus;
31;407;8;2;;
32;8;8;2;;1
Pasenger : 10
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
33;208;413;4;;
34;413;407;; terminalbus;
35;407;8;2;;
36;8;8;2;;1
Pasenger : 11
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
37;208;413;4;;
38;413;407;; terminalbus;
39;407;8;2;;
40;8;8;2;;1
Pasenger : 12
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
41;208;413;4;;
42;413;407;; terminalbus;
43;407;8;2;;
44;8;8;2;;1
Pasenger : 13
Segments: 2
ID;Start location; End location; Terminal; Bus;Embarkment
45;208;195;4;;
46;195;195;4;;1
Pasenger : 14
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
47;208;413;4;;
48;413;407;; terminalbus;
49;407;16;2;;
50;16;16;2;;1
Pasenger : 15
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
51;208;413;4;;
52;413;407;; terminalbus;
53;407;15;2;;
54;15;15;2;;1
Pasenger : 16
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
55;208;413;4;;
56;413;407;; terminalbus;
57;407;15;2;;
58;15;15;2;;1
Pasenger : 17
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
59;131;411;9;;
60;411;415;; terminalbus;
61;415;149;6;;
62;149;149;6;;1
Pasenger : 18
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
63;108;411;9;;
64;411;413;; terminalbus;
65;413;197;4;;
66;197;197;4;;1
Pasenger : 19
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
67;158;415;6;;
68;415;412;; terminalbus;
69;412;174;3;;
70;174;174;3;;1
Pasenger : 20
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
71;158;419;6;;
Pasenger : 21
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
72;161;415;6;;
73;415;411;; terminalbus;
74;411;130;9;;
75;130;130;9;;1
Pasenger : 22
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
76;300;415;6;;
77;415;410;; terminalbus;
78;410;94;8;;
79;94;94;8;;1
80;94;33;; airsidebus;
Pasenger : 23
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
81;114;411;9;;
82;411;410;; terminalbus;
83;410;98;8;;
84;98;98;8;;1
Pasenger : 24
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
85;211;413;4;;
86;413;410;; terminalbus;
87;410;88;8;;
88;88;88;8;;1
Pasenger : 25
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
89;114;411;9;;
90;411;412;; terminalbus;
91;412;181;3;;
92;181;181;3;;1
Pasenger : 26
Segments: 5
ID;Start location; End location; Terminal; Bus;Embarkment
93;211;413;4;;
94;413;412;; terminalbus;
95;412;184;3;;
96;184;184;3;;1
97;184;261;; airsidebus;
Pasenger : 27
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
98;114;411;9;;
99;411;415;; terminalbus;
100;415;120;6;;
101;120;120;6;;1
Pasenger : 28
Segments: 4
ID;Start location; End location; Terminal; Bus;Embarkment
102;309;415;6;;
103;415;412;; terminalbus;
104;412;180;3;;
105;180;180;3;;1
Pasenger : 29
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
106;123;420;9;;
Pasenger : 30
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
107;123;421;9;;
Pasenger : 31
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
108;298;422;6;;
Pasenger : 32
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
109;298;423;6;;
Pasenger : 33
Segments: 1
ID;Start location; End location; Terminal; Bus;Embarkment
110;211;424;4;;
Pasenger : 36
Segments: 2
